,Incident Number,Incident Types,Reported Date,Nearest Populated Centre,Company,Status,Latitude,Approximate Volume Released (m3),Substance,Release Type,Significant,Year,Occurrence Date and Time,Discovered Date and Time,Duration of interruption of pipeline operations,Pipeline or Facility Type,Activity being performed at time of incident,How the incident was discovered,Closed Date,Pipeline or facility equipment involved,Rupture,Released substance type,Released volume (m3),Pipe body release,Residual effects on the environment,Source of Explosion,Source of Fire,Activity at time of fatality,Number of fatalities,Type of Injury,Number of individuals injured,Workdays lost,Work restricted by injury,Conditions that resulted in the operation beyond  limits,Conditions that resulted in adverse effects on the environment,Number of people evacuated,Regulation,Pipeline Name,Pipeline outside diameter (NPS),Pipeline length (km),Substance carried,Facility Name,Facility Type,Facility latitude,Facility longitude,Country,Affects Company Property,Off Company Property,Affects Pipeline right-of-way,Affects off Pipeline right-of-way,Population Density,Kilometre post,Emergency Level,Investigation Type,Was NEB Staff Deployed,Related NEB event number,Equipment or component involved,Design standard,Nominal pipe size,Material,Material grade,Schedule,Design wall thickness (mm),Custom design wall thickness (mm),Actual wall thickness (mm),Licensed maximum operating pressure (kPa),Restricted operating pressure (kPa),Actual operating pressure at time of failure (kPa),Designed depth of cover (m),Actual depth of cover (m),Year of manufacture,Year of installation,Year when put into service,Most recent cathodic protection reading at incident site (mV vs. Cu/CuSO4),Weld type ,Seam type,Seam joining method,Seam clock position,Coating location,Coating type,Coating condition,Application method,Year when the coating was applied,Insulation installed,Repair type,Repair date,Equipment or component has never been inspected,Most recent inspection date for the failed equipment or component,Type of most recent inspection,Most recent inspection part of the routine inspection program,No maintenance done on this equipment or component,Date of the most recent maintenance work for the failed equipment or component,Most recent maintenance Type,Most recent maintenance work part of the routine maintenance program,Longitude,Release of substance,Alberta,Manitoba,British Columbia,Saskatchewan,Ontario,New Brunswick,Nova Scotia,Quebec,Northwest Territories,Natural,Unknown Land,Forests,Industrial,Agricultural Cropland,Shrub Land,Vegetative Barren,Tundra / Native Prairie / Parks,Barren Land,Small Commeicial,Water / Wetlands,Residential,Frost heave,Freeze-thaw,Frozen components,Soil/Slope,High winds,Rains/Floods,Adverse weather,Month of occurrence,Spring,Summer,Fall,Winter
337,INC2011-155,Release of Substance,10/1/2011,Maple,TransCanada PipeLines Limited,Closed,43.87391,0,Natural Gas - Sweet,Gas,No,2011,2011-10-01,2011/10/01 06:40:00 AM Mountain,,,Operation,Employee / Contractor (Onsite),3/20/2014,Yes,No,Natural Gas - Sweet,0,No,No,,,,,,,,,,,0,OPR,,,,,,,,,Canada,No,No,Yes,No,0,,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-79.58006,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0
338,INC2011-158,Release of Substance,10/13/2011,Tulita,Enbridge Pipelines (NW) Inc.,Closed,64.65833,0.0005,Propane,Gas,No,2011,2011-10-12,2011/10/12 12:00:00 AM Mountain,,,Operation,Employee / Contractor (Onsite),5/15/2012,No,No,Propane,0.0005,No,No,,,,,,,,,,,0,OPR,,,,,,,,,Canada,Yes,No,No,No,0,Kilometer Post 123,Level I,Standard Review - 168 days,No,,"Pipeline, Fitting, Other (please explain)",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-124.83612,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0
339,INC2011-157,Fatality,10/12/2011,Sarnia,Niagara Gas Transmission Limited,Closed,42.97508,0,Not Applicable,Not Applicable,Yes,2011,2011-10-11,2011/10/11 12:00:00 AM Mountain,,,Maintenance,Employee / Contractor (Onsite),1/23/2017,No,No,,,,No,,,Operation of Equipment,1,,,,,,,0,OPR,,,,,,,,,Canada,No,No,Yes,No,0,,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-82.40654,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0
340,INC2011-160,Operation Beyond Design Limits,10/14/2011,Windsor,Ethane Shippers Joint Venture,Closed,42.280509,0,Not Applicable,Not Applicable,No,2011,,2011/10/02 09:40:00 PM Eastern,,,Operation,Employee / Contractor (Onsite),1/9/2013,Yes,No,,,,No,,,,,,,,,Over Pressure,,0,OPR,BP Windsor Storage Terminal,,,,,,,,Canada,Yes,No,No,No,0,,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-83.077658,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0
341,INC2011-162,Release of Substance,10/19/2011,Wrigley,Enbridge Pipelines (NW) Inc.,Closed,63.87793,0,Mixed HVP Hydrocarbons,Gas,No,2011,2011-10-19,2011/10/19 02:09:00 PM Mountain,,,Operation,Employee / Contractor (Onsite),3/6/2012,No,No,Mixed HVP Hydrocarbons,0,No,No,,,,,,,,,,,0,OPR,,,,,,,,,Canada,Yes,No,No,No,0,Kilometer Post 228,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-123.98697,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0
342,INC2011-163,Release of Substance,10/19/2011,Wrigley,Enbridge Pipelines (NW) Inc.,Closed,63.261177,0.001,Propane,Gas,No,2011,2011-10-19,2011/10/19 04:51:00 PM Mountain,,,Maintenance,Employee / Contractor (Onsite),3/6/2012,Yes,No,Propane,0.001,No,No,,,,,,,,,,,0,OPR,,,,,,,,,Canada,Yes,No,No,No,0,Kilometer Post 305,Level I,Standard Review - 168 days,No,,"Pipeline, Valve, Pressure relief, Other (please explain)",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-123.402616,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0
343,INC2011-165,Fire,10/24/2011,Regina,Enbridge Pipelines Inc.,Closed,50.25906,0,Not Applicable,Not Applicable,No,2011,2011-10-24,2011/10/24 07:10:00 PM Mountain,,,Maintenance,Employee / Contractor (Onsite),3/31/2014,No,No,,,,No,,Welding or Cutting,,,,,,,,,0,OPR,Line 1,"508.00000000, 864.00000000",1255.999121,Crude Oil,,,,,Canada,No,No,Yes,No,0,,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-103.70813,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0
344,INC2011-166,Release of Substance,10/26/2011,Rosemary,NOVA Gas Transmission Ltd.,Closed,50.90519,0,Natural Gas - Sweet,Gas,No,2011,,2011/10/25 08:00:00 AM Mountain,,,Operation,Employee / Contractor (Onsite),12/29/2011,Yes,No,Natural Gas - Sweet,0,No,No,,,,,,,,,,,0,OPR,NGTL - Gem South Meter Station,,,,,,,,Canada,Yes,No,No,No,0,,Level I,Standard Review - 168 days,No,,"Station/Facility, Metering, Delivering, Auxiliary device(s) (please explain)",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-112.10804,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0
345,INC2011-167,Fire,10/31/2011,Hearst,TransCanada PipeLines Limited,Closed,49.67061,0,Not Applicable,Not Applicable,No,2011,2011-10-31,2011/10/31 03:30:00 AM Mountain,,,Maintenance,Employee / Contractor (Onsite),11/28/2017,No,No,,,,No,,Equipment & Electrical,,,,,,,,,0,OPR,LINE 100-2,"508.00000000, 609.60000000, 762.00000000, 863.60000000, 914.40000000",3393.42642,Natural Gas,,,,,Canada,No,No,Yes,No,0,,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-83.65592,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0
346,INC2011-168,Fire,11/4/2011,Yahk,Foothills Pipe Lines Ltd.,Closed,49.07839,0,Not Applicable,Not Applicable,No,2011,2011-11-03,2011/11/03 02:00:00 PM Mountain,,,Operation,Employee / Contractor (Onsite),2/25/2014,Yes,No,,,,No,,Equipment & Electrical,,,,,,,,,0,OPR,Foothills - East Kootenay Exchange Meter Station,,,,,,,,Canada,Yes,No,No,No,3,,Level I,Standard Review - 168 days,No,,"Station/Facility, Metering, Delivering, Auxiliary power unit",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-116.10601,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0
347,INC2011-171,Release of Substance,11/20/2011,Whitecourt,NOVA Gas Transmission Ltd.,Closed,54.14314,50,Natural Gas - Sweet,Gas,No,2011,2011-11-19,2011/11/19 06:30:00 PM Mountain,,,Operation,3rd Party / Other Company,3/20/2014,Yes,No,Natural Gas - Sweet,50,No,No,,,,,,,,,,,0,OPR,NGTL - Greencourt West Meter Station,,,,,,,,Canada,Yes,No,No,No,0,,Level I,Standard Review - 168 days,No,,"Station/Facility, Metering, Delivering, Auxiliary device(s) (please explain)",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-115.36091,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0
348,INC2011-172,Release of Substance,11/20/2011,Donnelly,NOVA Gas Transmission Ltd.,Closed,55.72877,0,Natural Gas - Sweet,Gas,No,2011,2011-11-19,2011/11/19 10:00:00 PM Mountain,,,Operation,3rd Party / Other Company,3/20/2014,Yes,No,Natural Gas - Sweet,0,No,No,,,,,,,,,,,0,OPR,NGTL - Fahler Meter Station,,,,,,,,Canada,Yes,No,No,No,0,,Level I,Standard Review - 168 days,No,,"Station/Facility, Metering, Delivering, Auxiliary device(s) (please explain)",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-117.08296,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0
349,INC2011-173,Release of Substance,11/21/2011,Calstock,TransCanada PipeLines Limited,Closed,49.74457,4,Natural Gas - Sweet,Gas,No,2011,2011-11-21,2011/11/21 10:50:00 AM Mountain,,,Operation,Employee / Contractor (Onsite),3/20/2014,Yes,No,Natural Gas - Sweet,4,No,No,,,,,,,,,,,0,OPR,LINE 100-1,"508.00000000, 762.00000000, 863.60000000",2595.724534,Natural Gas,,,,,Canada,Yes,No,No,No,0,,Level I,Standard Review - 168 days,No,,"Station/Facility, Compression, Fitting",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-84.06787,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0
350,INC2011-177,Fire,12/2/2011,Fort Frances,Centra Transmission Holdings Inc.,Closed,48.613425,0,Not Applicable,Not Applicable,No,2011,2011-12-01,2011/12/01 12:00:00 AM Central,,,Construction,Employee / Contractor (Onsite),3/31/2014,Yes,No,,,,No,,Welding or Cutting,,,,,,,,,0,OPR,Rainy River/Fort Frances,323.9,94.90328073,Natural Gas,,,,,Canada,Yes,No,No,No,0,,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-93.417778,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1
351,INC2011-174,Fire,11/21/2011,Maple,TransCanada PipeLines Limited,Closed,43.87374,0,Not Applicable,Not Applicable,No,2011,2011-11-12,2011/11/12 11:33:00 AM Mountain,No pipeline interruption,Transmission,Operation,Other Control System,6/30/2016,Yes,No,,,,No,,Equipment & Electrical,,,,,,,,,0,OPR,LINE 100-1,"508.00000000, 762.00000000, 863.60000000",2595.724534,Natural Gas,STN 130 - MAPLE,,43.87374203,-79.57983402,Canada,Yes,No,No,No,0,,Level I,Standard Review - 168 days,No,,"Station/Facility, Compression, Compressor",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-79.57983,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0
352,INC2011-175,Operation Beyond Design Limits,11/24/2011,Portage La Prairie,TransCanada Keystone Pipeline GP Ltd.,Closed,49.91197,0,Not Applicable,Not Applicable,No,2011,2011-11-24,2011/11/24 12:42:00 PM Mountain,,,Construction,Employee / Contractor (Onsite),5/4/2017,No,No,,,,No,,,,,,,,,Over Pressure,,0,OPR,,,,,,,,,Canada,Yes,No,No,No,0,Kilometer Post 1099.9,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-98.51779,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0
353,INC2011-178,Release of Substance,12/5/2011,Huntsville,TransCanada PipeLines Limited,Closed,45.375736,0,Natural Gas - Sweet,Gas,No,2011,,2011/12/01 10:00:00 AM Mountain,,,Maintenance,Employee / Contractor (Onsite),3/20/2014,Yes,No,Natural Gas - Sweet,0,No,No,,,,,,,,,,,0,OPR,TCPL -  MLV 120,,,,,,,,Canada,No,No,Yes,No,0,Mainline Valve + Offset (km) 120,Level I,Standard Review - 168 days,No,,"Pipeline, Fitting, Other (please explain)",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-79.239306,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1
354,INC2011-179,Release of Substance,12/6/2011,Amisk,NOVA Gas Transmission Ltd.,Closed,52.54673,0,Natural Gas - Sweet,Gas,No,2011,2011-12-06,2011/12/06 04:00:00 PM Mountain,,,Operation,Landowner,5/4/2017,Yes,No,Natural Gas - Sweet,0,No,No,,,,,,,,,,,0,OPR,,,,,,,,,Canada,No,No,Yes,No,0,Legal Subdivision NW-24-41-08 W4,Level I,Standard Review - 168 days,No,REM-0147,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-111.03052,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1
355,INC2011-180,Release of Substance,12/7/2011,Glenboro,Enbridge Pipelines Inc.,Closed,49.54445,7,Crude Oil - Sweet,Liquid,No,2011,,2011/12/07 08:30:00 AM Mountain,,,Operation,Employee / Contractor (Onsite),3/20/2014,Yes,No,Crude Oil - Sweet,7,No,No,,,,,,,,,,,0,OPR,,,,,,Meter,,,Canada,Yes,No,No,No,0,,Level I,Standard Review - 168 days,No,REM-0148,"Station/Facility, Pumping, Valve",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-99.3207,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1
356,INC2011-183,Release of Substance,12/14/2011,Steelman,Enbridge Pipelines (Westspur) Inc.,Closed,49.28813,2,Crude Oil - Sweet,Liquid,No,2011,,2011/12/13 04:00:00 PM Central,,,Operation,Employee / Contractor (Onsite),2/6/2012,Yes,No,Crude Oil - Sweet,2,No,No,,,,,,,,,,,0,OPR,EPI (Westspur) - Steelman Terminal,,,,,,,,Canada,Yes,No,No,No,0,Legal Subdivision LSD: 16-8-4-5-W2,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-102.63736,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1
357,INC2011-185,Release of Substance,12/20/2011,Ignace,TransCanada PipeLines Limited,Closed,49.26712,0,Natural Gas - Sweet,Gas,No,2011,,2011/12/20 08:30:00 AM Mountain,,,Operation,Employee / Contractor (Onsite),5/15/2012,Yes,No,Natural Gas - Sweet,0,No,No,,,,,,,,,,,0,OPR,LINE 100-1,"508.00000000, 762.00000000, 863.60000000",2595.724534,Natural Gas,,,,,Canada,Yes,No,No,No,0,,Level I,Standard Review - 168 days,No,,"Station/Facility, Compression, Fitting",,,,,,,,,,,,,,,,,,,,,,,,,,,No,Replacement,12/20/2011,No,,,No,No,12/20/2011,Replacement,No,-91.23269,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1
358,INC2011-186,Release of Substance,12/21/2011,Saint John,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.251566,236,Natural Gas - Sweet,Gas,No,2011,2011-12-27,2011/12/27 07:50:00 AM Atlantic,,,Operation,Public,3/20/2014,Yes,No,Natural Gas - Sweet,236,No,No,,,,,,,,,,,0,OPR,,,,,,,,,Canada,Yes,No,No,No,0,Mainline Valve + Offset (km),Level I,Standard Review - 168 days,No,,"Station/Facility, Metering, Delivering, Valve",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-66.097871,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1
359,INC2012-002,Release of Substance,1/4/2012,Kapuskasing,TransCanada PipeLines Limited,Closed,49.3881,0,Natural Gas - Sweet,Gas,No,2012,,2012/01/03 12:10:00 PM Mountain,,,Operation,Employee / Contractor (Onsite),3/5/2014,Yes,No,Natural Gas - Sweet,0,No,No,,,,,,,,,,,0,OPR,TCPL - Station 95 (Kapuskasing Compressor Station),,,,,,,,Canada,Yes,No,No,No,0,,Level I,Standard Review - 168 days,No,,"Station/Facility, Compression, Valve",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-82.43604,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
360,INC2012-003,Release of Substance,1/6/2012,Burlington,TransCanada PipeLines Limited,Closed,43.37273,6,Natural Gas - Sweet,Gas,No,2012,2012-01-04,2012/01/04 12:30:00 PM Mountain,,,Operation,Employee / Contractor (Onsite),3/5/2014,Yes,No,Natural Gas - Sweet,6,No,No,,,,,,,,,,,0,OPR,TCPL - MLV 207,,,,,,,,Canada,No,No,Yes,No,0,,Level I,Standard Review - 168 days,No,,"Pipeline, Auxiliary device(s) (please explain)",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-79.83172,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
361,INC2012-004,Operation Beyond Design Limits,1/7/2012,Sherwood Park,Enbridge Pipelines Inc.,Closed,53.5467,0,Not Applicable,Not Applicable,No,2012,2012-01-07,2012/01/07 05:29:00 AM Mountain,,,Operation,Employee / Contractor (Onsite),10/22/2012,Yes,No,,,,No,,,,,,,,,Over Pressure,,0,OPR,Line 2,"1219.00000000, 609.40000000, 610.00000000",1282.304863,Crude Oil,,,,,Canada,No,No,Yes,No,0,,Level I,Standard Review - 168 days,No,"INC2012-176, INC2012-177, INC2012-178, INC2012-179, INC2012-180, INC2012-181, INC2012-182, INC2012-183, INC2012-184, INC2012-185, INC2012-186, INC2012-187, INC2012-188, INC2012-189, INC2012-190, INC2012-191, INC2012-192, INC2012-193, INC2012-194, INC2012-195, INC2012-196, INC2012-197, INC2012-198, INC2012-199, INC2012-200, INC2012-201, INC2012-202","Pipeline, Pipe, Body;Pipeline, Flange, Gasket/O-ring",CSA,NPS 24,Carbon Steel,,,,,,275,,,,0,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-113.35465,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
362,INC2012-005,Serious Injury (CER or TSB),1/9/2012,Fort Nelson,NOVA Gas Transmission Ltd.,Closed,59.04522,0,Not Applicable,Not Applicable,Yes,2012,2012-01-06,2012/01/06 02:15:00 PM Pacific,,Transmission,Construction,Employee / Contractor (Onsite),6/25/2012,Yes,No,,,,No,,,,,Fracture,,,No,,,0,OPR,,,,,,,,,Canada,Yes,No,No,Yes,0,,Level II,Category B,No,,Vehicle / mobile equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-121.26857,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
363,INC2012-006,Release of Substance,1/10/2012,Cobourg,TransCanada PipeLines Limited,Closed,44.04676,0,Natural Gas - Sweet,Gas,No,2012,2012-01-10,2012/01/10 02:55:00 AM Mountain,,,Operation,Employee / Contractor (Onsite),7/3/2013,Yes,No,Natural Gas - Sweet,0,No,No,,,,,,,,,,,0,OPR,,,,,,,,,Canada,Yes,No,No,No,0,,Level I,Standard Review - 168 days,No,,"Station/Facility, Compression, Valve",,,,,,,,,,,,,,,,,,,,,,,,,,,No,Replacement,,No,,,No,No,,Replacement,No,-78.00709,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
364,INC2012-007,Release of Substance,1/15/2012,Chetwynd,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.70181,0,Natural Gas - Sour,Gas,Yes,2012,2012-01-15,2012/01/15 07:30:00 AM Pacific,,,Operation,Employee / Contractor (Onsite),9/7/2012,Yes,No,Natural Gas - Sour,0,No,No,,,,,,,,,,,0,OPR,Grizzly Pipeline,"273.10000000, 508.00000000, 610.00000000",160.6451852,"Natural Gas Sour, Natural Gas Sweet",,,,,Canada,No,No,Yes,No,3,Mainline Valve + Offset (km),Level I,Standard Review - 168 days,No,,"Pipeline, Valve, Ball, Stem",,NPS 1/2,,,,,,,0,,,,,,,,,,,,,,,,,,No,Replacement,,No,,,No,No,,Replacement,No,-121.63465,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
365,INC2012-009,Operation Beyond Design Limits,1/17/2012,Clearwater,Trans Mountain Pipeline ULC,Closed,51.5659,0,Not Applicable,Not Applicable,No,2012,2012-01-17,2012/01/17 01:58:00 PM Mountain,,,Operation,Employee / Contractor (Onsite),1/28/2014,Yes,No,,,,No,,,,,,,,,Over Pressure,,0,OPR,,,,,,,,,Canada,Yes,No,No,No,0,,Level I,Standard Review - 168 days,No,,"Pipeline, Pipe, Body",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-120.16191,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
366,INC2012-010,Release of Substance,1/18/2012,Manning,NOVA Gas Transmission Ltd.,Closed,57.19155,0,Natural Gas - Sweet,Gas,No,2012,2012-01-16,2012/01/16 04:55:00 PM Mountain,,,Operation,Employee / Contractor (Onsite),1/2/2013,Yes,No,Natural Gas - Sweet,0,No,No,,,,,,,,,,,0,OPR,NGTL - Meikle River Compressor Station,,,,,,,,Canada,Yes,No,No,No,0,,Level I,Standard Review - 168 days,No,,"Station/Facility, Compression, Valve",,,,,,,,,,,,,,,,,,,,,,,,,,,No,Rebuilt,1/18/2012,No,,,No,No,1/18/2012,Repair,No,-118.19433,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
367,INC2012-011,Fire,1/20/2012,Prespatou,NOVA Gas Transmission Ltd.,Closed,57.36771,0,Not Applicable,Not Applicable,No,2012,2012-01-17,2012/01/17 11:15:00 AM Mountain,,,Construction,Employee / Contractor (Onsite),11/21/2013,No,No,,,,No,,Welding or Cutting,,,,,,,,,0,OPR,NGTL - Tanghe Creek Lateral,,,,,,,,Canada,No,No,Yes,No,0,,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-119.75255,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
368,INC2012-013,Fire,1/19/2012,Assumption,NOVA Gas Transmission Ltd.,Closed,57.37269,0,Not Applicable,Not Applicable,No,2012,2012-01-17,2012/01/17 09:00:00 PM Mountain,,,Construction,Employee / Contractor (Onsite),3/5/2014,Yes,No,,,,No,,Equipment & Electrical,,,,,,,,,0,OPR,NGTL - Tanghe Creek Lateral,,,,,,,,Canada,Yes,No,No,No,0,,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-119.13156,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
369,INC2012-014,Fire,1/19/2012,Kerrobert,Enbridge Pipelines Inc.,Closed,51.86534,0,Not Applicable,Not Applicable,No,2012,2012-01-18,2012/01/18 08:25:00 AM Mountain,,,Construction,Employee / Contractor (Onsite),3/21/2014,No,No,,,,No,,Equipment & Electrical,,,,,,,,,0,OPR,EPI - Kerrobert Pump Station,,,,,,,,Canada,Yes,No,No,No,0,,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-109.02627,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
370,INC2012-015,Fire,1/21/2012,Manning,NOVA Gas Transmission Ltd.,Closed,57.38062,0,Not Applicable,Not Applicable,No,2012,2012-01-19,2012/01/19 02:00:00 PM Mountain,,,Construction,Employee / Contractor (Onsite),10/21/2013,No,No,,,,No,,Other Event (Nature or 3rd Party),,,,,,,,,0,OPR,NGTL - Tanghe Creek Lateral,,,,,,,,Canada,No,No,Yes,No,0,,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-119.18572,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
371,INC2012-016,Release of Substance,1/24/2012,Abbotsford,Trans Mountain Pipeline ULC,Closed,49.07801,90,Crude Oil - Sweet,Liquid,No,2012,,2012/01/24 08:00:00 AM Pacific,,,Operation,Employee / Contractor (Onsite),11/15/2012,Yes,No,Crude Oil - Sweet,90,No,No,,,,,,,,,,,0,OPR,TMPL - Sumas Tank Farm,,,,,,,,Canada,Yes,No,No,No,0,,Level II,Category B,Yes,,"Pipeline, Flange, Gasket/O-ring",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No,-122.20215,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
